33.05,,34.61,36.36,27.91,,,,,,
33.04,,34.61,36.36,27.92,,,,,,
33.04,,34.61,36.37,27.92,,,,,,
33.03,,34.61,36.37,27.92,,,,,,
33.02,,34.61,36.37,27.91,,,,,,
33.03,,34.61,36.37,27.9,,,,,,
33.04,,34.62,36.38,27.9,,166,33.11,,72.91,
33.04,,34.63,36.38,27.89,,325,-39.8,,,
33.05,,34.64,36.39,27.89,,,,,,
33.05,,34.64,36.38,27.89,,305,99.77,,66.66,
33.05,,34.64,36.38,27.89,,,,,,
33.05,,34.63,36.38,27.89,,,,,,
33.06,,34.64,36.38,27.89,,,,,,
33.06,,34.65,36.38,27.9,,,,,,
33.06,,34.65,36.38,27.9,,,,,,
33.07,,34.66,36.38,27.9,,,,,,
33.07,,34.66,36.38,27.9,,,,,,
33.08,,34.67,36.38,27.91,,,,,,
33.09,,34.68,36.38,27.91,,,,,,
33.1,,34.68,36.38,27.92,,,,,,
33.1,,34.68,36.37,27.92,,,,,,
33.1,,34.68,36.38,27.92,,,,,,
33.1,,34.68,36.39,27.93,,,,,,
33.1,,34.68,36.4,27.93,,,,,,
33.1,,34.69,36.4,27.94,,,,,,
33.11,,34.7,36.39,27.94,,,,,,
33.11,,34.7,36.38,27.94,,,,,,
33.1,,34.69,36.37,27.93,,,,,,
33.09,,34.69,36.36,27.92,,,,,,
33.08,,34.68,36.35,27.92,,,,,,
33.08,,34.69,36.34,27.91,,,,,,
33.07,,34.69,36.33,27.92,,,,,,
33.06,,34.68,36.33,27.92,,,,,,
33.07,,34.68,36.32,27.92,,,,,,
33.07,,34.68,36.32,27.92,,,,,,
33.08,,34.69,36.31,27.91,,,,,,
33.09,,34.68,36.3,27.9,,,,,,
33.08,,34.68,36.31,27.9,,,,,,
33.07,,34.68,36.31,27.91,,,,,,
33.08,,34.68,36.31,27.9,,,,,,
33.09,,34.68,36.32,27.89,,,,,,
33.1,,34.69,36.31,27.89,,,,,,
33.1,,34.69,36.3,27.89,,,,,,
33.12,,34.7,36.29,27.88,,,,,,
33.15,,34.71,36.29,27.88,,,,,,
33.2,,34.72,36.29,27.85,,,,,,
33.27,,34.71,36.3,27.83,,,,,,
33.35,,34.7,36.32,27.83,,,,,,
33.44,,34.71,36.32,27.84,,,,,,
33.5,,34.72,36.31,27.84,,,,,,
33.56,,34.71,36.31,27.84,,,,,,
33.64,,34.7,36.32,27.84,,,,,,
33.73,,34.7,36.32,27.84,,,,,,
33.81,,34.7,36.32,27.83,,,,,,
33.86,,34.71,36.32,27.83,,,,,,
33.92,,34.72,36.31,27.82,,,,,,
33.98,,34.7,36.31,27.82,,,,,,
34.07,,34.69,36.3,27.82,,,,,,
34.13,,34.69,36.31,27.81,,,,,,
34.14,,34.68,36.31,27.81,,,,,,
34.14,,34.69,36.31,27.81,,,,,,
34.15,,34.7,36.3,27.8,,,,,,
34.15,,34.7,36.29,27.79,,,,,,
34.17,,34.7,36.29,27.79,,,,,,
34.18,,34.7,36.29,27.79,,,,,,
34.19,,34.71,36.29,27.78,,,,,,
34.2,,34.71,36.29,27.78,,,,,,
34.2,,34.71,36.29,27.78,,,,,,
34.2,,34.72,36.29,27.78,,,,,,
34.2,,34.72,36.28,27.78,,,,,,
34.2,,34.72,36.27,27.77,,,,,,
34.21,,34.72,36.27,27.77,,,,,,
34.21,,34.72,36.26,27.78,,,,,,
34.2,,34.71,36.25,27.76,,,,,,
34.19,,34.71,36.26,27.75,,,,,,
34.18,,34.71,36.28,27.74,,,,,,
34.18,,34.71,36.27,27.72,,,,,,
34.19,,34.72,36.27,27.71,,,,,,
34.2,,34.72,36.27,27.7,,,,,,
34.21,,34.73,36.28,27.7,,,,,,
34.21,,34.74,36.29,27.71,,,,,,
34.23,,34.76,36.29,27.73,,,,,,
34.24,,34.75,36.29,27.75,,,,,,
34.24,,34.75,36.29,27.75,,,,,,
34.25,,34.75,36.29,27.75,,,,,,
34.26,,34.74,36.29,27.75,,,,,,
34.28,,34.74,36.29,27.76,,,,,,
34.28,,34.74,36.29,27.77,,,,,,
34.29,30.09,34.74,36.29,27.79,,,,,,
34.29,30.08,34.73,36.3,27.87,,,,,,
34.3,30.08,34.74,36.31,27.99,,,,,,
34.3,30.07,34.74,36.32,28.13,,,,,,
34.31,30.06,34.74,36.32,28.28,,,,,,
34.32,30.06,34.75,36.31,28.46,,,,,,
34.33,30.05,34.75,36.32,28.61,,,,,,
34.34,30.05,34.74,36.33,28.73,,,,,,
34.36,30.04,34.74,36.32,28.9,,,,,,
34.37,30.04,34.73,36.31,29.14,,,,,,
34.39,30.03,34.72,36.31,29.42,,,,,,
34.39,30.03,34.72,36.31,29.7,,,,,,
34.39,30.02,34.72,36.3,29.98,,,,,,
34.4,30.02,34.72,36.3,30.25,,,,,,
34.41,30.01,34.72,36.31,30.51,,,,,,
34.42,30.01,34.72,36.31,30.74,,,,,,
34.43,30,34.73,36.32,30.95,,,,,,
34.44,29.99,34.73,36.32,31.11,,,,,,31.89
34.46,29.97,34.72,36.33,31.21,,,,,,31.89
34.46,29.97,34.71,36.33,31.27,,,,,,31.9
34.46,29.97,34.7,36.33,31.29,,,,,,31.91
34.47,29.96,34.7,36.33,31.29,,,,,,31.9
34.47,29.95,34.69,36.33,31.3,,,,,,31.89
34.48,29.94,34.69,36.33,31.3,,,,,,31.89
34.48,29.94,34.7,36.32,31.29,,,,,,31.89
34.48,29.95,34.71,36.32,31.26,,,,,,31.88
34.48,29.96,34.71,36.32,31.23,,,,,,31.88
34.49,29.95,34.72,36.31,31.17,,,,,,31.88
34.49,29.94,34.72,36.3,31.07,,,,,,31.89
34.48,29.94,34.72,36.26,30.95,,,,,,31.89
34.48,29.94,34.71,36.15,30.81,,,,,,31.89
34.47,29.94,34.71,36.08,30.68,,,,,,31.89
34.47,29.93,34.71,36.03,30.57,,,,,,31.9
34.48,29.93,34.71,35.98,30.46,,,,,,31.89
34.49,29.94,34.7,35.9,30.38,,,,,,31.89
34.5,29.93,34.69,35.79,30.34,,,,,,31.89
34.5,29.93,34.69,35.69,30.32,,,,,,31.89
34.51,29.91,34.69,35.58,30.29,,,,,,31.88
34.52,29.9,34.69,35.46,30.25,,,,,,31.86
34.52,29.9,34.69,35.33,30.2,,,,,,31.86
34.51,29.89,34.69,35.21,30.15,,,,,,31.86
34.52,29.89,34.69,35.1,30.1,,,,,,31.86
34.53,29.9,34.69,35.02,30.05,,,,,,31.86
34.53,29.89,34.69,34.94,30.02,,,,,,31.85
34.53,29.89,34.69,34.86,30.01,,,,,,31.85
34.54,29.88,34.7,34.76,30,,,,,,31.85
34.55,29.87,34.69,34.63,30,,,,,,31.85
34.56,29.87,34.69,34.47,30.03,,,,,,31.86
34.57,29.87,34.69,34.31,30.05,,,,,,31.87
34.57,29.86,34.68,34.15,30.07,,,,,,31.88
34.58,29.85,34.7,34.02,30.09,,,,,,31.88
34.59,29.83,34.71,33.89,30.11,,,,,,31.89
34.61,29.82,34.7,33.77,30.13,,,,,,31.89
34.61,29.82,34.7,33.69,30.14,,,,,,31.9
34.61,29.82,34.72,33.61,30.15,,,,,,31.9
34.62,29.82,34.73,33.54,30.16,,,,,,31.9
34.64,29.82,34.73,33.52,30.17,,,,,,31.9
34.65,29.81,34.74,33.5,30.2,,,,,,31.9
34.67,29.81,34.73,33.49,30.22,,,,,,31.9
34.67,29.8,34.72,33.48,30.24,,,,,,31.89
34.68,29.8,34.72,33.46,30.25,,,,,,31.88
34.69,29.79,34.72,33.45,30.25,,,,,,31.88
34.7,29.78,34.7,33.38,30.26,,,,,,31.89
34.7,29.77,34.69,33.21,30.27,,,,,,31.88
34.71,29.76,34.69,33,30.28,,,,,,31.88
34.71,29.75,34.7,32.8,30.27,,,,,,31.89
34.72,29.75,34.7,32.63,30.26,,,,,,31.91
34.73,29.74,34.69,32.47,30.24,,,,,,31.92
34.74,29.66,34.7,32.33,30.23,,,,,,31.92
34.74,29.51,34.71,32.18,30.23,,,,,,31.92
34.75,29.35,34.7,32.04,30.22,,,,,,31.91
34.77,29.2,34.68,31.91,30.2,,,,,,31.91
34.8,29.04,34.66,31.77,30.16,,,,,,31.91
34.78,28.87,34.46,31.62,30.09,,,,,,31.91
34.67,28.64,34.13,31.46,29.96,,,,,,31.91
34.52,28.43,33.8,31.29,29.79,,,,,,31.9
34.34,28.2,33.47,31.13,29.54,,,,,,31.9
34.16,27.92,33.11,30.99,29.25,,,,,,31.9
33.94,27.59,32.69,30.83,28.93,,,,,,31.89
33.63,27.22,32.29,30.68,28.57,,,,,,31.88
33.28,26.84,31.85,30.51,28.19,,,,,,31.87
32.88,26.43,31.39,30.36,27.81,,,,,,31.88
32.49,25.99,30.91,30.2,27.45,,,,,,31.89
32.08,25.54,30.41,30.03,27.13,,,,,,31.9
31.68,25.08,29.91,29.84,26.82,,,,,,31.9
31.23,24.61,29.42,29.65,26.46,,,,,,31.91
30.76,24.14,28.89,29.45,26.08,,,,,,31.97
30.26,23.65,28.33,29.26,25.65,,,,,,32.19
29.74,23.16,27.77,29.05,25.15,,,,,,32.53
29.21,22.62,27.18,28.8,24.61,,,,,,32.89
28.65,22.09,26.57,28.56,24.04,,,,,,33.24
28.06,21.55,25.98,28.3,23.44,,,,,,33.56
27.44,21.01,25.37,28,22.85,,,,,,33.8
26.79,20.47,24.75,27.68,22.3,,,,,,33.97
26.14,19.92,24.1,27.36,21.82,,,,,,34.05
25.46,19.4,23.45,27.05,21.39,,,,,,34.08
24.8,18.89,22.81,26.72,20.98,,,,,,34.09
24.13,18.38,22.18,26.38,20.55,,,,,,34.1
23.45,17.87,21.54,26.04,20.12,,,,,,34.11
22.76,17.39,20.93,25.7,19.7,,,,,,34.21
22.06,16.95,20.32,25.34,19.28,,,,,,34.44
21.32,16.54,19.71,24.99,18.85,,,,,,34.73
20.56,16.16,19.16,24.65,18.44,,,,,,35.03
19.73,15.82,18.62,24.34,18.03,,,,,,35.28
18.86,15.51,18.1,24.05,17.63,,,,,,35.5
17.98,15.2,17.58,23.76,17.24,,,,,,35.68
17.11,14.91,17.04,23.45,16.85,,,,,,35.84
16.26,14.63,16.49,23.1,16.44,,,,,,35.99
15.44,14.32,15.93,22.74,16.02,,,,,,36.17
14.62,13.99,15.38,22.39,15.59,,,,,,36.44
13.82,13.63,14.83,22,15.16,,,,,,36.76
13.05,13.24,14.28,21.61,14.71,,,,,,37.09
12.29,12.82,13.71,21.19,14.24,,,,,,37.46
11.54,12.37,13.14,20.78,13.76,,,,,,37.88
10.8,11.88,12.56,20.36,13.29,,,,,,38.29
10.08,11.39,11.96,19.94,12.8,,,,,,38.71
9.36,10.92,11.32,19.51,12.31,,,,,,39.13
8.63,10.44,10.65,19.08,11.82,,,,,,39.53
7.9,9.96,9.95,18.64,11.34,,,,,,39.91
7.17,9.48,9.25,18.21,10.83,,,,,,40.29
6.45,9,8.52,17.8,10.3,,,,,,40.67
5.72,8.52,7.78,17.4,9.75,,,,,,41.05
4.98,8.04,7.06,16.99,9.21,,,,,,41.45
4.21,7.54,6.36,16.58,8.64,,,,,,41.88
3.45,7.04,5.65,16.18,8.07,,,,,,42.31
2.68,6.52,4.95,15.79,7.51,,,,,,42.79
1.91,5.98,4.26,15.4,6.95,,,,,,43.29
1.12,5.41,3.56,15,6.41,,,,,,43.82
0.31,4.82,2.8,14.59,5.87,,,,,,44.37
-0.49,4.22,2.01,14.16,5.36,,,,,,44.93
-1.29,3.6,1.16,13.71,4.86,,,,,,45.5
-2.08,2.98,0.21,13.27,4.37,,,,,,46.12
-2.84,2.36,-0.86,12.83,3.88,,,,,,46.74
-3.53,1.74,-1.96,12.39,3.38,,,,,,47.4
-4.1,1.13,-3.04,11.95,2.88,,,,,,48.05
-4.62,0.52,-4.05,11.51,2.35,,,,,,48.75
-5.18,-0.08,-4.97,11.06,1.8,,,,,,49.46
-5.79,-0.68,-5.79,10.61,1.24,,,,,,50.21
-6.43,-1.3,-6.55,10.14,0.67,,,,,,50.97
-7.11,-1.92,-7.3,9.65,0.06,,,,,,51.71
-7.77,-2.55,-8.02,9.13,-0.59,,,,,,52.46
-8.38,-3.19,-8.72,8.59,-1.29,,,,,,53.25
-8.99,-3.81,-9.4,8.04,-2,,,,,,54.04
-9.59,-4.42,-10.05,7.49,-2.69,,,,,,54.83
-10.16,-5,-10.71,6.92,-3.33,,,,,,55.63
-10.71,-5.53,-11.37,6.36,-3.96,,,,,,56.45
-11.23,-6.06,-12.01,5.83,-4.56,,,,,,57.27
-11.75,-6.62,-12.62,5.32,-5.12,,,,,,58.07
-12.28,-7.21,-13.2,4.8,-5.63,,,,,,58.86
-12.83,-7.84,-13.75,4.29,-6.1,,,,,,59.64
-13.36,-8.49,-14.27,3.79,-6.52,,,,,,60.4
-13.93,-9.15,-14.76,3.31,-6.94,,,,,,61.15
-14.56,-9.83,-15.23,2.84,-7.35,,,,,,61.87
-15.15,-10.55,-15.7,2.37,-7.75,,,,,,62.54
-15.7,-11.27,-16.17,1.9,-8.15,,,,,,63.13
-16.25,-11.99,-16.65,1.43,-8.54,,,,,,63.64
-16.79,-12.7,-17.2,0.97,-8.94,,,,,,64.11
-17.36,-13.39,-17.77,0.52,-9.34,,,,,,64.57
-17.92,-14.07,-18.3,0.06,-9.72,,,,,,65.01
-18.5,-14.72,-18.79,-0.39,-10.09,,,,,,65.44
-19.13,-15.33,-19.28,-0.85,-10.47,,,,,,65.89
-19.77,-15.9,-19.75,-1.29,-10.86,,,,,,66.39
-20.37,-16.43,-20.24,-1.72,-11.27,,,,,,66.9
-20.95,-16.92,-20.74,-2.12,-11.7,,,,,,67.44
-21.5,-17.39,-21.26,-2.51,-12.16,,,,,,67.96
-22.1,-17.86,-21.76,-2.9,-12.67,,,,,,68.51
-22.79,-18.31,-22.2,-3.27,-13.22,,,,,,69.07
-23.53,-18.76,-22.63,-3.63,-13.78,,,,,,69.66
-24.29,-19.23,-23.02,-3.97,-14.35,,,,,,70.33
-25.04,-19.73,-23.37,-4.31,-14.93,,,,,,71.05
-25.78,-20.25,-23.75,-4.66,-15.51,,,,,,71.8
-26.51,-20.79,-24.2,-5.02,-16.09,,,,,,72.58
-27.2,-21.31,-24.68,-5.38,-16.65,,,,,,73.37
-27.81,-21.82,-25.14,-5.77,-17.21,,,,,,74.13
-28.38,-22.33,-25.59,-6.16,-17.73,,,,,,74.84
-28.99,-22.83,-26.02,-6.54,-18.21,,,,,,75.51
-29.53,-23.31,-26.48,-6.92,-18.64,,,,,,76.12
-30.05,-23.75,-26.98,-7.3,-19.02,,,,,,76.66
-30.56,-24.13,-27.46,-7.67,-19.35,,,,,,77.17
-31.04,-24.4,-27.91,-8.03,-19.65,,,,,,77.65
-31.44,-24.61,-28.36,-8.37,-19.93,,,,,,78.11
-31.89,-24.89,-28.8,-8.68,-20.21,,,,,,78.54
-32.36,-25.26,-29.25,-9.01,-20.49,,,,,,78.96
-32.84,-25.67,-29.6,-9.35,-20.79,,,,,,79.37
-33.29,-26.07,-29.89,-9.68,-21.1,,,,,,79.79
-33.72,-26.48,-30.16,-9.98,-21.43,,,,,,80.24
-34.15,-26.88,-30.47,-10.23,-21.77,,,,,,80.72
-34.62,-27.31,-30.78,-10.48,-22.15,,,,,,81.25
-35.1,-27.74,-31.07,-10.75,-22.54,,,,,,81.84
-35.57,-28.2,-31.37,-11.01,-22.95,,,,,,82.5
-36,-28.68,-31.63,-11.31,-23.39,,,,,,83.2
-36.4,-29.19,-31.89,-11.64,-23.88,,,,,,83.96
-36.76,-29.74,-32.23,-11.99,-24.4,,,,,,84.77
-37.13,-30.33,-32.6,-12.35,-24.94,,,,,,85.63
-37.5,-30.93,-32.94,-12.75,-25.43,,,,,,86.53
-37.89,-31.56,-33.23,-13.15,-25.94,,,,,,87.45
-38.29,-32.19,-33.49,-13.58,-26.49,,,,,,88.37
-38.68,-32.82,-33.7,-14.03,-27.07,,,,,,89.25
-39.07,-33.43,-33.71,-14.47,-27.65,,,,,,90.1
-39.44,-34,-33.69,-14.91,-28.18,,,,,,90.9
-39.79,-34.51,-33.71,-15.37,-28.68,,,,,,91.66
-40.11,-34.95,-33.74,-15.84,-29.16,,,,,,92.36
-40.4,-35.35,-33.82,-16.33,-29.62,,,,,,92.99
-40.65,-35.73,-33.99,-16.83,-30.05,,,,,,93.53
-40.9,-36.08,-34.23,-17.3,-30.44,,,,,,94
-41.16,-36.45,-34.47,-17.69,-30.79,,,,,,94.42
-41.44,-36.87,-34.73,-18.04,-31.09,,,,,,94.82
-41.71,-37.36,-34.98,-18.35,-31.39,,,,,,95.21
-41.97,-37.88,-35.26,-18.65,-31.67,,,,,,95.55
-42.19,-38.41,-35.5,-18.94,-31.96,,,,,,95.89
-42.42,-38.97,-35.7,-19.25,-32.24,,,,,,96.28
-42.65,-39.54,-35.86,-19.57,-32.51,,,,,,96.73
-42.86,-40.11,-35.98,-19.9,-32.78,,,,,,97.24
-43.06,-40.68,-36.08,-20.23,-33.06,,,,,,97.78
-43.23,-41.23,-36.16,-20.57,-33.35,,,,,,98.37
-43.39,-41.74,-36.24,-20.91,-33.68,,,,,,99.03
-43.53,-42.21,-36.37,-21.25,-34.04,,,,,,99.77
-43.67,-42.62,-36.5,-21.61,-34.43,,,,,,100.58
-43.81,-43.02,-36.64,-22,-34.86,,,,,,101.42
-43.95,-43.41,-36.78,-22.39,-35.38,,,,,,102.25
-44.08,-43.81,-36.91,-22.8,-36,,,,,,103.03
-44.18,-44.23,-37.03,-23.22,-36.66,,,,,,103.76
-44.24,-44.64,-37.12,-23.67,-37.27,,,,,,104.45
-44.28,-45.04,-37.26,-24.11,-37.81,,,,,,105.07
-44.32,-45.42,-37.46,-24.55,-38.34,,,,,,105.64
-44.36,-45.75,-37.69,-24.98,-38.88,,,,,,106.17
-44.38,-46.04,-37.95,-25.42,-39.39,,,,,,106.68
-44.4,-46.3,-38.22,-25.86,-39.83,,,,,,107.15
-44.41,-46.51,-38.49,-26.29,-40.2,,,,,,107.6
-44.41,-46.69,-38.74,-26.71,-40.5,,,,,,108.02
-44.42,-46.84,-38.96,-27.12,-40.72,,,,,,108.46
-44.42,-46.96,-39.16,-27.5,-40.91,,,,,,108.93
-44.42,-47.1,-39.33,-27.89,-41.04,,,,,,109.43
-44.41,-47.29,-39.47,-28.28,-41.14,,,,,,110
-44.4,-47.53,-39.58,-28.67,-41.24,,,,,,110.64
-44.4,-47.83,-39.69,-29.07,-41.33,,,,,,111.35
-44.41,-48.13,-39.8,-29.5,-41.45,,,,,,112.1
-44.42,-48.42,-39.91,-29.95,-41.6,,,,,,112.9
-44.43,-48.69,-40.01,-30.42,-41.76,,,,,,113.74
-44.44,-48.94,-40.08,-30.88,-41.91,,,,,,114.62
-44.44,-49.16,-40.11,-31.33,-42.05,,,,,,115.55
-44.44,-49.35,-40.14,-31.75,-42.19,,,,,,116.47
-44.45,-49.51,-40.16,-32.15,-42.34,,,,,,117.4
-44.46,-49.65,-40.17,-32.5,-42.53,,,,,,118.33
-44.46,-49.78,-40.19,-32.8,-42.75,,,,,,119.24
-44.46,-49.91,-40.19,-33.07,-42.96,,,,,,120.1
-44.47,-50,-40.19,-33.32,-43.12,,,,,,120.94
-44.48,-50.04,-40.21,-33.54,-43.24,,,,,,121.71
-44.48,-50.06,-40.23,-33.77,-43.32,,,,,,122.42
-44.49,-50.06,-40.25,-33.99,-43.37,,,,,,123.08
-44.49,-50.06,-40.28,-34.23,-43.39,,,,,,123.68
-44.5,-50.06,-40.32,-34.47,-43.41,,,,,,124.21
-44.49,-50.06,-40.38,-34.71,-43.43,,,,,,124.65
-44.49,-50.07,-40.43,-34.96,-43.45,,,,,,124.98
-44.51,-50.09,-40.48,-35.22,-43.48,,,,,,125.23
-44.52,-50.09,-40.53,-35.48,-43.51,,,,,,125.43
-44.53,-50.1,-40.55,-35.73,-43.54,,,,,,125.62
-44.53,-50.09,-40.58,-35.98,-43.57,,,,,,125.81
-44.54,-50.05,-40.59,-36.24,-43.6,,,,,,125.98
-44.54,-50.02,-40.6,-36.48,-43.63,,,,,,126.15
-44.53,-50,-40.61,-36.69,-43.65,,,,,,126.33
-44.53,-49.98,-40.62,-36.88,-43.69,,,,,,126.51
-44.52,-49.98,-40.64,-37.06,-43.72,,,,,,126.7
-44.51,-49.98,-40.66,-37.24,-43.75,,,,,,126.88
-44.5,-49.99,-40.68,-37.42,-43.77,,,,,,127.05
-44.49,-49.99,-40.68,-37.61,-43.79,,,,,,127.23
-44.49,-50,-40.69,-37.8,-43.82,,,,,,127.4
-44.5,-50,-40.71,-37.99,-43.84,,,,,,127.57
-44.51,-50.01,-40.72,-38.19,-43.87,,,,,,127.75
-44.52,-50.01,-40.74,-38.39,-43.9,,,,,,127.92
-44.53,-50.01,-40.75,-38.59,-43.92,,,,,,128.08
-44.54,-50.01,-40.76,-38.8,-43.95,,,,,,128.24
-44.55,-50.01,-40.77,-38.98,-43.98,,,,,,128.41
-44.56,-50.02,-40.78,-39.14,-44.01,,,,,,128.58
-44.57,-50.04,-40.79,-39.28,-44.03,,,,,,128.74
-44.57,-50.04,-40.79,-39.4,-44.05,,,,,,128.9
-44.58,-50.05,-40.78,-39.53,-44.06,,,,,,129.07
-44.58,-50.05,-40.8,-39.66,-44.07,,,,,,129.24
-44.59,-50.04,-40.81,-39.8,-44.09,,,,,,129.4
-44.6,-50.02,-40.8,-39.94,-44.11,,,,,,129.57
-44.61,-49.98,-40.79,-40.09,-44.13,,,,,,129.73
-44.62,-49.93,-40.77,-40.22,-44.15,,,,,,129.89
-44.62,-49.9,-40.75,-40.33,-44.17,,,,,,130.05
-44.63,-49.87,-40.74,-40.43,-44.18,,,,,,130.2
-44.63,-49.86,-40.73,-40.55,-44.19,,,,,,130.36
-44.63,-49.86,-40.72,-40.66,-44.22,,,,,,130.52
-44.63,-49.87,-40.72,-40.77,-44.24,,,,,,130.68
-44.62,-49.85,-40.72,-40.86,-44.26,,,,,,130.83
-44.61,-49.83,-40.72,-40.94,-44.27,,,,,,130.99
-44.6,-49.84,-40.73,-41.01,-44.29,,,,,,131.14
-44.58,-49.84,-40.74,-41.06,-44.31,,,,,,131.29
-44.56,-49.83,-40.74,-41.1,-44.33,,,,,,131.44
-44.52,-49.82,-40.75,-41.12,-44.35,,,,,,131.58
-44.49,-49.81,-40.76,-41.13,-44.37,,,,,,131.72
-44.46,-49.81,-40.76,-41.15,-44.4,,,,,,131.87
-44.42,-49.81,-40.77,-41.16,-44.41,,,,,,132.02
-44.39,-49.81,-40.77,-41.19,-44.42,,,,,,132.17
-44.34,-49.81,-40.77,-41.21,-44.44,,,,,,132.31
-44.26,-49.81,-40.77,-41.24,-44.45,,,,,,132.32
-44.18,-49.82,-40.77,-41.26,-44.46,,,,,,132.16
-44.09,-49.82,-40.76,-41.28,-44.47,,,,,,131.93
-44,-49.82,-40.73,-41.3,-44.5,,,,,,131.7
-43.91,-49.8,-40.68,-41.31,-44.52,,,,,,131.43
-43.83,-49.76,-40.62,-41.32,-44.54,,,,,,131.13
-43.74,-49.71,-40.54,-41.34,-44.55,,,,,,130.79
-43.65,-49.67,-40.42,-41.36,-44.58,,,,,,130.41
-43.59,-49.63,-40.3,-41.37,-44.61,,,,,,130.02
-43.53,-49.59,-40.14,-41.38,-44.62,,,,,,129.6
-43.47,-49.54,-39.94,-41.39,-44.64,,,,,,129.13
-43.4,-49.51,-39.73,-41.39,-44.65,,,,,,128.66
-43.31,-49.47,-39.51,-41.41,-44.66,,,,,,128.19
-43.22,-49.45,-39.26,-41.42,-44.67,,,,,,127.73
-43.12,-49.42,-39,-41.43,-44.68,,,,,,127.27
-43.01,-49.39,-38.7,-41.43,-44.7,,,,,,126.84
-42.85,-49.36,-38.4,-41.45,-44.71,,,,,,126.44
-42.61,-49.31,-38.11,-41.47,-44.72,,,,,,126.01
-42.35,-49.27,-37.81,-41.49,-44.73,,,,,,125.56
-42.09,-49.23,-37.49,-41.5,-44.74,,,,,,125.06
-41.84,-49.19,-37.16,-41.52,-44.75,,,,,,124.52
-41.63,-49.14,-36.78,-41.54,-44.78,,,,,,123.92
-41.46,-49.1,-36.4,-41.55,-44.8,,,,,,123.27
-41.31,-49.07,-36.02,-41.56,-44.81,,,,,,122.58
-41.18,-49.04,-35.68,-41.57,-44.83,,,,,,121.82
-41.08,-48.99,-35.37,-41.59,-44.84,,,,,,121.05
-40.97,-48.94,-35.06,-41.6,-44.86,,,,,,120.26
-40.86,-48.9,-34.76,-41.61,-44.88,,,,,,119.47
-40.74,-48.85,-34.42,-41.61,-44.9,,,,,,118.65
-40.58,-48.77,-34.08,-41.61,-44.91,,,,,,117.82
-40.38,-48.54,-33.76,-41.58,-44.93,,,,,,117
-40.16,-48.34,-33.43,-41.56,-44.94,,,,,,116.21
-39.93,-48.21,-33.11,-41.52,-44.95,,,,,,115.46
-39.67,-48.11,-32.78,-41.47,-44.96,,,,,,114.75
-39.4,-48.03,-32.4,-41.41,-44.98,,,,,,114.08
-39.13,-47.95,-31.98,-41.33,-44.99,,,,,,113.5
-38.87,-47.84,-31.52,-41.24,-44.96,,,,,,113.01
-38.59,-47.67,-31.08,-41.16,-44.84,,,,,,112.57
-38.29,-47.49,-30.65,-41.09,-44.74,,,,,,112.17
-37.99,-47.32,-30.19,-41.01,-44.64,,,,,,111.81
-37.69,-47.13,-29.72,-40.93,-44.56,,,,,,111.47
-37.4,-46.94,-29.24,-40.85,-44.5,,,,,,111.14
-37.13,-46.76,-28.79,-40.77,-44.44,,,,,,110.83
-36.86,-46.57,-28.38,-40.7,-44.36,,,,,,110.49
-36.6,-46.4,-27.99,-40.62,-44.25,,,,,,110.11
-36.35,-46.25,-27.62,-40.53,-44.14,,,,,,109.71
-36.09,-46.09,-27.23,-40.44,-44.02,,,,,,109.25
-35.85,-45.91,-26.82,-40.36,-43.89,,,,,,108.79
-35.61,-45.71,-26.39,-40.28,-43.75,,,,,,108.28
-35.36,-45.51,-25.9,-40.2,-43.59,,,,,,107.73
-35.1,-45.3,-25.37,-40.11,-43.43,,,,,,107.13
-34.83,-45.07,-24.82,-40.03,-43.27,,,,,,106.53
