KalmanPitch,KalmanRoll,,,
-3.76,95.21,,,
-3.86,95.22,,,
-3.97,95.22,,,
-4.07,95.23,,,
-4.17,95.24,,,
-4.29,95.24,,,
-4.4,95.25,,,
-4.51,95.25,,,
-4.61,95.27,,,
-4.7,95.29,,,
-4.8,95.29,,,
-4.9,95.32,,,
-4.99,95.34,,,
-5.09,95.35,,,
-5.19,95.37,,,
-5.3,95.38,,,
-5.4,95.4,,,
-5.53,95.41,,,
-5.65,95.42,,,
-5.78,95.42,,,
-5.91,95.44,,,
-6.04,95.45,,,
-6.16,95.46,,,
-6.27,95.48,,,
-6.39,95.51,,,
-6.49,95.54,,,
-6.58,95.56,,,
-6.67,95.58,,,
-6.76,95.61,,,
-6.84,95.65,,,
-6.92,95.67,,,
-7,95.69,,,
-7.07,95.73,,,
-7.14,95.75,,,
-7.21,95.78,,,
-7.28,95.8,,,
-7.36,95.82,,,
-7.43,95.84,,,
-7.5,95.86,,,
-7.57,95.88,,,
-7.64,95.9,,,
-7.68,95.92,,,
-7.73,95.95,,,
-7.77,95.98,,,
-7.8,95.99,,,
-7.82,96.01,,,
-7.85,96.04,,,
-7.87,96.06,,,
-7.89,96.08,,,
-7.9,96.11,,,
-7.91,96.14,,,
-7.92,96.17,,,
-7.91,96.2,,,
-7.9,96.24,,,
-7.87,96.26,,,
-7.85,96.3,,,
-7.81,96.34,,,
-7.76,96.36,,,
-7.72,96.39,,,
-7.67,96.42,,,
-7.62,96.45,,,
-7.57,96.48,,,
-7.51,96.5,,,
-7.45,96.53,,,
-7.39,96.56,,,
-7.33,96.58,,,
-7.28,96.63,,,
-7.23,96.64,,,
-7.19,96.67,,,
-7.14,96.7,,,
-7.09,96.72,,,
-7.03,96.74,,,
-6.98,96.78,,,
-6.92,96.8,,,
-6.84,96.83,,,
-6.77,96.86,,,
-6.69,96.89,,,
-6.61,96.91,,,
-6.53,96.91,,,
-6.45,96.94,,,
-6.37,96.94,,,
-6.3,96.95,,,
-6.21,96.95,,,
-6.13,96.97,,,
-6.04,96.98,,,
-5.95,97,,,
-5.85,97.02,,,
-5.75,97.05,,,
-5.66,97.08,,,
-5.55,97.1,,,
-5.44,97.1,,,
-5.33,97.11,,,
-5.21,97.1,,,
-5.09,97.09,,,
-4.97,97.08,,,
-4.85,97.06,,,
-4.73,97.06,,,
-4.62,97.03,,,
-4.5,97.03,,,
-4.37,97.02,,,
-4.24,97.01,,,
-4.1,96.98,,,
-3.96,96.96,,,
-3.81,96.97,,,
-3.64,96.97,,,
-3.48,96.96,,,
-3.31,96.95,,,
-3.14,96.95,,,
-2.96,96.93,,,
-2.78,96.92,,,
-2.6,96.9,,,
-2.43,96.88,,,
-2.25,96.85,,,
-2.07,96.83,,,
-1.88,96.8,,,
-1.68,96.77,,,
-1.47,96.72,,,
-1.28,96.67,,,
-1.09,96.64,,,
-0.9,96.6,,,
-0.73,96.56,,,
-0.59,96.53,,,
-0.46,96.49,,,
-0.33,96.46,,,
-0.22,96.42,,,
-0.11,96.37,,,
0,96.34,,,
0.08,96.31,,,
0.16,96.28,,,
0.25,96.24,,,
0.33,96.18,,,
0.42,96.14,,,
0.52,96.09,,,
0.62,96.03,,,
0.72,95.96,,,
0.82,95.89,,,
0.9,95.84,,,
0.99,95.76,,,
1.07,95.7,,,
1.16,95.64,,,
1.25,95.59,,,
1.35,95.53,,,
1.45,95.48,,,
1.55,95.43,,,
1.64,95.39,,,
1.72,95.33,,,
1.81,95.29,,,
1.88,95.24,,,
1.93,95.2,,,
1.98,95.16,,,
2.03,95.13,,,
2.1,95.1,,,
2.19,95.07,,,
2.31,95.03,,,
2.44,94.99,,,
2.55,94.95,,,
2.64,94.92,,,
2.7,94.88,,,
2.73,94.85,,,
2.72,94.83,,,
2.71,94.8,,,
2.71,94.77,,,
2.71,94.74,,,
2.72,94.7,,,
2.74,94.67,,,
2.78,94.64,,,
2.82,94.6,,,
2.87,94.55,,,
2.9,94.51,,,
2.94,94.48,,,
2.99,94.43,,,
3.02,94.42,,,
3.04,94.4,,,
3.06,94.4,,,
3.08,94.38,,,
3.1,94.35,,,
3.09,94.34,,,
3.06,94.32,,,
3.02,94.31,,,
2.99,94.29,,,
2.95,94.27,,,
2.89,94.25,,,
2.83,94.23,,,
2.77,94.22,,,
2.71,94.18,,,
2.64,94.16,,,
2.56,94.13,,,
2.49,94.1,,,
2.4,94.1,,,
2.32,94.07,,,
2.23,94.07,,,
2.14,94.05,,,
2.04,94.03,,,
1.92,94.02,,,
1.8,94,,,
1.68,94,,,
1.55,94,,,
1.43,94,,,
1.3,94.02,,,
1.17,94.02,,,
1.03,94.03,,,
0.9,94.04,,,
0.77,94.07,,,
0.62,94.07,,,
0.46,94.09,,,
0.28,94.08,,,
0.11,94.08,,,
-0.08,94.09,,,
-0.27,94.1,,,
-0.46,94.11,,,
-0.65,94.1,,,
-0.82,94.11,,,
-1,94.12,,,
-1.16,94.12,,,
-1.34,94.13,,,
-1.52,94.17,,,
-1.72,94.2,,,
-1.92,94.22,,,
-2.12,94.25,,,
-2.33,94.28,,,
-2.54,94.32,,,
-2.74,94.35,,,
-2.94,94.38,,,
-3.15,94.39,,,
-3.34,94.42,,,
-3.55,94.44,,,
-3.74,94.48,,,
-3.96,94.5,,,
-4.18,94.53,,,
-4.4,94.56,,,
-4.62,94.6,,,
-4.84,94.61,,,
-5.05,94.64,,,
-5.25,94.67,,,
-5.44,94.7,,,
-5.64,94.74,,,
-5.84,94.77,,,
-6.03,94.8,,,
-6.22,94.84,,,
-6.41,94.87,,,
-6.58,94.91,,,
-6.75,94.95,,,
-6.91,94.99,,,
-7.07,95.02,,,
-7.24,95.07,,,
-7.41,95.1,,,
-7.59,95.13,,,
-7.76,95.17,,,
-7.94,95.22,,,
-8.1,95.26,,,
-8.27,95.31,,,
-8.42,95.36,,,
-8.56,95.42,,,
-8.69,95.47,,,
-8.81,95.51,,,
-8.9,95.55,,,
-8.99,95.58,,,
-9.06,95.62,,,
-9.13,95.66,,,
-9.19,95.69,,,
-9.25,95.72,,,
-9.29,95.76,,,
-9.36,95.81,,,
-9.4,95.85,,,
-9.43,95.89,,,
-9.45,95.94,,,
-9.46,96,,,
-9.47,96.05,,,
-9.46,96.09,,,
-9.44,96.13,,,
-9.42,96.16,,,
-9.39,96.21,,,
-9.35,96.24,,,
-9.3,96.28,,,
-9.23,96.3,,,
-9.16,96.33,,,
-9.09,96.35,,,
-9.02,96.38,,,
-8.94,96.4,,,
-8.87,96.43,,,
-8.8,96.45,,,
-8.72,96.48,,,
-8.65,96.51,,,
-8.58,96.53,,,
-8.5,96.58,,,
-8.42,96.62,,,
-8.33,96.67,,,
-8.23,96.69,,,
-8.12,96.73,,,
-8.01,96.75,,,
-7.9,96.78,,,
-7.78,96.8,,,
-7.66,96.83,,,
-7.55,96.83,,,
-7.43,96.85,,,
-7.32,96.87,,,
-7.21,96.89,,,
-7.08,96.91,,,
-6.95,96.93,,,
-6.81,96.94,,,
-6.66,96.96,,,
-6.52,96.98,,,
-6.37,96.99,,,
-6.21,97,,,
-6.06,97.01,,,
-5.9,97.01,,,
-5.75,97.01,,,
-5.6,97.02,,,
-5.44,97.01,,,
-5.28,97,,,
-5.12,96.98,,,
-4.95,96.97,,,
-4.77,96.97,,,
-4.59,96.96,,,
-4.42,96.95,,,
-4.23,96.93,,,
-4.02,96.92,,,
-3.79,96.92,,,
-3.56,96.91,,,
-3.32,96.9,,,
-3.1,96.87,,,
-2.87,96.87,,,
-2.66,96.83,,,
-2.45,96.78,,,
-2.25,96.75,,,
-2.07,96.69,,,
-1.89,96.65,,,
-1.72,96.6,,,
-1.55,96.55,,,
-1.38,96.5,,,
-1.22,96.44,,,
-1.05,96.38,,,
-0.87,96.33,,,
-0.69,96.28,,,
-0.52,96.22,,,
-0.36,96.17,,,
-0.18,96.11,,,
-0.01,96.05,,,
0.17,95.99,,,
0.36,95.93,,,
0.55,95.86,,,
0.74,95.8,,,
0.94,95.74,,,
1.14,95.67,,,
1.34,95.59,,,
1.51,95.52,,,
1.68,95.44,,,
1.84,95.37,,,
1.99,95.28,,,
2.12,95.21,,,
2.23,95.15,,,
2.35,95.09,,,
2.46,95.05,,,
2.58,95.02,,,
2.7,94.96,,,
2.82,94.91,,,
2.94,94.86,,,
3.06,94.8,,,
3.18,94.76,,,
3.29,94.7,,,
3.4,94.64,,,
3.5,94.58,,,
3.6,94.52,,,
3.68,94.48,,,
3.75,94.44,,,
3.81,94.4,,,
3.9,94.34,,,
3.95,94.31,,,
3.99,94.27,,,
4.01,94.24,,,
3.99,94.24,,,
3.94,94.22,,,
3.85,94.2,,,
3.73,94.19,,,
3.58,94.14,,,
3.44,94.12,,,
3.28,94.11,,,
3.14,94.12,,,
3,94.08,,,
2.89,94.06,,,
2.79,94.08,,,
2.71,94.03,,,
2.63,94.01,,,
2.56,94.03,,,
2.48,93.98,,,
2.39,94,,,
2.28,94.01,,,
2.17,94.02,,,
2.01,93.99,,,
1.84,93.98,,,
1.63,93.97,,,
1.4,93.94,,,
1.16,93.92,,,
0.92,93.92,,,
0.68,93.92,,,
0.47,93.92,,,
0.28,93.93,,,
0.09,93.93,,,
-0.08,93.93,,,
-0.25,93.94,,,
-0.43,93.97,,,
-0.62,93.98,,,
-0.8,94.01,,,
-1,94.01,,,
-1.19,94.02,,,
-1.39,94.04,,,
-1.6,94.06,,,
-1.82,94.08,,,
-2.03,94.12,,,
-2.25,94.14,,,
-2.48,94.17,,,
-2.72,94.21,,,
-2.96,94.23,,,
-3.18,94.27,,,
-3.4,94.3,,,
-3.61,94.33,,,
-3.81,94.37,,,
-4,94.41,,,
-4.19,94.44,,,
-4.36,94.49,,,
-4.51,94.52,,,
-4.66,94.54,,,
-4.8,94.58,,,
-4.93,94.62,,,
-5.06,94.63,,,
-5.18,94.65,,,
-5.3,94.67,,,
-5.43,94.68,,,
-5.57,94.69,,,
-5.7,94.71,,,
-5.83,94.74,,,
-5.95,94.77,,,
-6.06,94.81,,,
-6.16,94.86,,,
-6.25,94.9,,,
-6.31,94.95,,,
-6.34,95.01,,,
-6.35,95.07,,,
-6.32,95.15,,,
-6.28,95.22,,,
-6.2,95.27,,,
-6.12,95.33,,,
-6.03,95.39,,,
-5.93,95.43,,,
-5.82,95.46,,,
-5.68,95.48,,,
-5.55,95.5,,,
-5.42,95.52,,,
-5.29,95.53,,,
-5.15,95.55,,,
-5.01,95.56,,,
-4.87,95.56,,,
-4.73,95.57,,,
-4.64,95.6,,,
-4.53,95.63,,,
-4.42,95.65,,,
-4.29,95.66,,,
-4.18,95.66,,,
-4.1,95.67,,,
-4.02,95.68,,,
-3.91,95.68,,,
-3.78,95.68,,,
-3.64,95.68,,,
-3.49,95.69,,,
-3.33,95.7,,,
-3.15,95.72,,,
-2.96,95.74,,,
-2.82,95.77,,,
-2.64,95.75,,,
-2.4,95.69,,,
-2.17,95.63,,,
-1.98,95.58,,,
-1.87,95.53,,,
-1.82,95.48,,,
-1.82,95.44,,,
-1.83,95.42,,,
-1.83,95.43,,,
-1.84,95.43,,,
-1.85,95.43,,,
-1.85,95.43,,,
-1.86,95.44,,,
-1.87,95.44,,,
-1.88,95.44,,,
-1.89,95.44,,,
-1.9,95.44,,,
-1.9,95.44,,,
-1.91,95.44,,,
-1.92,95.44,,,
-1.93,95.44,,,
-1.94,95.44,,,
-1.94,95.45,,,
-1.95,95.45,,,
-1.96,95.45,,,
-1.97,95.45,,,
-1.97,95.45,,,
-1.98,95.45,,,
-1.99,95.45,,,
-2,95.45,,,
-2,95.46,,,
-2.01,95.46,,,
-2.02,95.46,,,
-2.03,95.46,,,
-2.03,95.46,,,
-2.04,95.46,,,
-2.05,95.46,,,
-2.06,95.46,,,
-2.06,95.46,,,
-2.07,95.46,,,
-2.08,95.46,,,
-2.09,95.46,,,
-2.09,95.47,,,
-2.1,95.47,,,
-2.11,95.47,,,
-2.11,95.47,,,
-2.12,95.47,,,
-2.13,95.47,,,
-2.14,95.47,,,
-2.14,95.47,,,
-2.15,95.47,,,
-2.16,95.47,,,
-2.16,95.47,,,
-2.17,95.47,,,
-2.18,95.47,,,
-2.18,95.47,,,
-2.19,95.47,,,
-2.2,95.47,,,
-2.2,95.47,,,
-2.21,95.48,,,
-2.22,95.48,,,
-2.22,95.48,,,
-2.23,95.48,,,
-2.23,95.48,,,
-2.24,95.48,,,
-2.25,95.48,,,
-2.25,95.48,,,
-2.26,95.48,,,
-2.27,95.48,,,
-2.27,95.48,,,
-2.28,95.48,,,
-2.28,95.48,,,
-2.29,95.48,,,
-2.3,95.48,,,
-2.3,95.48,,,
-2.31,95.48,,,
-2.31,95.49,,,
-2.32,95.49,,,
-2.33,95.49,,,
-2.33,95.49,,,
-2.34,95.49,,,
-2.34,95.49,,,
-2.35,95.49,,,
-2.35,95.49,,,
-2.36,95.49,,,
-2.37,95.49,,,
-2.37,95.49,,,
-2.38,95.49,,,
-2.38,95.5,,,
-2.39,95.5,,,
-2.39,95.5,,,
-2.4,95.5,,,
-2.4,95.5,,,
-2.41,95.5,,,
-2.41,95.5,,,
-2.42,95.5,,,
-2.42,95.5,,,
-2.43,95.5,,,
-2.44,95.5,,,
-2.44,95.51,,,
-2.45,95.51,,,
-2.45,95.51,,,
-2.46,95.51,,,
-2.46,95.51,,,
-2.47,95.51,,,
-2.47,95.51,,,
-2.48,95.51,,,
-2.48,95.51,,,
-2.49,95.52,,,
-2.49,95.52,,,
-2.5,95.52,,,
-2.5,95.52,,,
-2.51,95.52,,,
-2.51,95.52,,,
-2.52,95.52,,,
-2.52,95.52,,,
-2.53,95.52,,,
-2.53,95.52,,,
-2.53,95.53,,,
-2.54,95.53,,,
-2.54,95.53,,,
-2.55,95.53,,,
-2.55,95.53,,,
-2.56,95.53,,,
-2.56,95.53,,,
-2.57,95.53,,,
-2.57,95.53,,,
-2.58,95.53,,,
-2.58,95.54,,,
-2.59,95.54,,,
-2.59,95.54,,,
-2.6,95.54,,,
-2.6,95.54,,,
-2.61,95.54,,,
-2.61,95.54,,,
-2.61,95.54,,,
-2.62,95.54,,,
-2.62,95.54,,,
-2.62,95.54,,,
-2.63,95.54,,,
-2.63,95.54,,,
-2.63,95.54,,,
-2.64,95.54,,,
-2.64,95.54,,,
-2.64,95.54,,,
-2.65,95.54,,,
-2.65,95.55,,,
-2.66,95.55,,,
-2.66,95.55,,,
-2.67,95.55,,,
-2.68,95.55,,,
-2.68,95.55,,,
-2.69,95.55,,,
-2.69,95.55,,,
-2.69,95.55,,,
-2.7,95.55,,,
-2.7,95.55,,,
-2.7,95.55,,,
-2.7,95.55,,,
-2.71,95.55,,,
-2.71,95.55,,,
-2.72,95.55,,,
-2.72,95.55,,,
-2.72,95.55,,,
-2.73,95.55,,,
-2.73,95.55,,,
-2.74,95.55,,,
-2.74,95.55,,,
-2.75,95.55,,,
-2.75,95.56,,,
-2.76,95.56,,,
-2.76,95.56,,,
-2.76,95.56,,,
-2.77,95.56,,,
-2.77,95.56,,,
-2.77,95.56,,,
-2.77,95.55,,,
-2.78,95.55,,,
-2.78,95.55,,,
-2.78,95.55,,,
-2.79,95.56,,,
-2.79,95.56,,,
-2.79,95.56,,,
-2.8,95.56,,,
-2.8,95.56,,,
-2.8,95.56,,,
-2.81,95.56,,,
-2.81,95.57,,,
-2.81,95.57,,,
-2.82,95.57,,,
-2.82,95.57,,,
-2.83,95.57,,,
-2.83,95.57,,,
-2.83,95.57,,,
-2.83,95.57,,,
-2.84,95.57,,,
-2.84,95.57,,,
-2.84,95.57,,,
-2.85,95.57,,,
-2.85,95.57,,,
-2.86,95.57,,,
-2.86,95.57,,,
-2.86,95.57,,,
-2.86,95.57,,,
-2.87,95.57,,,
-2.87,95.57,,,
-2.87,95.57,,,
-2.88,95.57,,,
-2.88,95.57,,,
-2.88,95.57,,,
-2.88,95.57,,,
-2.89,95.57,,,
-2.89,95.57,,,
-2.89,95.57,,,
-2.89,95.57,,,
-2.9,95.57,,,
-2.9,95.57,,,
-2.9,95.57,,,
-2.91,95.57,,,
-2.91,95.57,,,
-2.91,95.57,,,
-2.91,95.57,,,
-2.92,95.57,,,
-2.92,95.57,,,
-2.92,95.58,,,
-2.93,95.58,,,
-2.93,95.58,,,
-2.93,95.58,,,
-2.94,95.58,,,
-2.94,95.58,,,
-2.95,95.58,,,
-2.95,95.58,,,
-2.95,95.58,,,
-2.95,95.58,,,
-2.96,95.58,,,
-2.96,95.58,,,
-2.96,95.58,,,
-2.97,95.58,,,
-2.97,95.58,,,
-2.97,95.58,,,
-2.97,95.58,,,
-2.98,95.58,,,
-2.98,95.58,,,
-2.98,95.58,,,
-2.98,95.59,,,
-2.99,95.59,,,
-2.99,95.59,,,
-2.99,95.59,,,
-2.99,95.59,,,
-2.99,95.59,,,
-3,95.59,,,
-3,95.59,,,
-3,95.59,,,
-3,95.59,,,
-3,95.59,,,
-3.01,95.59,,,
-3.01,95.59,,,
-3.01,95.59,,,
-3.01,95.59,,,
-3.02,95.59,,,
-3.02,95.59,,,
-3.02,95.59,,,
-3.02,95.59,,,
-3.03,95.6,,,
-3.03,95.6,,,
-3.03,95.6,,,
-3.03,95.6,,,
-3.03,95.6,,,
-3.04,95.6,,,
-3.04,95.6,,,
-3.04,95.6,,,
-3.04,95.6,,,
-3.04,95.6,,,
-3.05,95.6,,,
-3.05,95.6,,,
-3.05,95.6,,,
-3.05,95.6,,,
-3.06,95.6,,,
-3.06,95.6,,,
-3.06,95.6,,,
-3.06,95.6,,,
-3.07,95.6,,,
-3.07,95.6,,,
-3.07,95.6,,,
-3.07,95.6,,,
-3.08,95.6,,,
-3.08,95.6,,,
-3.08,95.6,,,
-3.08,95.6,,,
-3.08,95.6,,,
-3.09,95.6,,,
-3.09,95.6,,,
-3.09,95.6,,,
-3.09,95.6,,,
-3.1,95.6,,,
-3.1,95.6,,,
-3.1,95.6,,,
-3.1,95.6,,,
-3.1,95.6,,,
-3.11,95.6,,,
-3.11,95.6,,,
-3.11,95.6,,,
-3.11,95.6,,,
-3.11,95.6,,,
-3.11,95.61,,,
-3.11,95.61,,,
-3.12,95.61,,,
-3.12,95.6,,,
-3.12,95.6,,,
-3.12,95.6,,,
-3.12,95.6,,,
-3.13,95.6,,,
-3.13,95.6,,,
-3.13,95.6,,,
-3.13,95.6,,,
-3.13,95.6,,,
-3.13,95.61,,,
-3.14,95.61,,,
-3.14,95.61,,,
-3.14,95.6,,,
-3.14,95.6,,,
-3.14,95.6,,,
-3.14,95.6,,,
-3.15,95.6,,,
-3.15,95.6,,,
-3.15,95.6,,,
-3.15,95.6,,,
